15890366051589533-APPLE.mp4,15890366051589533-APPLE.npy
48101021993187665-DINING ROOM.mp4,48101021993187665-DINING ROOM.npy
03656967293409319-VAGINA.mp4,03656967293409319-VAGINA.npy
6466701714740137-HOLD.mp4,6466701714740137-HOLD.npy
9693634391138104-REFRIGERATOR.mp4,9693634391138104-REFRIGERATOR.npy
8067524072878554-TAPE.mp4,8067524072878554-TAPE.npy
8557241344890556-MICROPHONE.mp4,8557241344890556-MICROPHONE.npy
9867795236001811-NEXT TO.mp4,9867795236001811-NEXT TO.npy
8253651007963383-ARCHEOLOGY.mp4,8253651007963383-ARCHEOLOGY.npy
862885538812086-OCEAN.mp4,862885538812086-OCEAN.npy
1150593344078712-RIDE 1.mp4,1150593344078712-RIDE 1.npy
4726690113459473-PERMISSION.mp4,4726690113459473-PERMISSION.npy
17995478929147501-SKUNK.mp4,17995478929147501-SKUNK.npy
20144845534567724-CONVINCE.mp4,20144845534567724-CONVINCE.npy
9371945361904381-HALF.mp4,9371945361904381-HALF.npy
9414774865878375-SOUR.mp4,9414774865878375-SOUR.npy
3577930914674212-SNAIL.mp4,3577930914674212-SNAIL.npy
7199650765536365-WEEKEND.mp4,7199650765536365-WEEKEND.npy
4452998610118961-VISUALIZE.mp4,4452998610118961-VISUALIZE.npy
4847538104150906-SCORE.mp4,4847538104150906-SCORE.npy
5614880488403233-STAMP 2.mp4,5614880488403233-STAMP 2.npy
17650455492984607-NEWS TO_ME.mp4,17650455492984607-NEWS TO_ME.npy
9660021459423362-FENCE.mp4,9660021459423362-FENCE.npy
870712129409895-IMMATURE.mp4,870712129409895-IMMATURE.npy
40469388492553704-BACK UP.mp4,40469388492553704-BACK UP.npy
38209202192657177-THINK EXPAND.mp4,38209202192657177-THINK EXPAND.npy
9138231602114424-CELERY.mp4,9138231602114424-CELERY.npy
46526178533324347-DOCUMENT.mp4,46526178533324347-DOCUMENT.npy
9342354837055467-DREADLOCKS.mp4,9342354837055467-DREADLOCKS.npy
8750105546624802-PROGRAM.mp4,8750105546624802-PROGRAM.npy
4653735463953761-VERY.mp4,4653735463953761-VERY.npy
700172805919661-SAXOPHONE.mp4,700172805919661-SAXOPHONE.npy
8325663947891007-BUSTED.mp4,8325663947891007-BUSTED.npy
8379246825900724-HANDS OFF.mp4,8379246825900724-HANDS OFF.npy
4339852455492439-TIME PROGRESS.mp4,4339852455492439-TIME PROGRESS.npy
1294011261872381-RESIST.mp4,1294011261872381-RESIST.npy
02986176806858154-NEEDLE.mp4,02986176806858154-NEEDLE.npy
6909294211912751-SOUND.mp4,6909294211912751-SOUND.npy
08032050435290783-SIREN.mp4,08032050435290783-SIREN.npy
12247071678147825-DUTY.mp4,12247071678147825-DUTY.npy
2660309738298823-MEMORIZE.mp4,2660309738298823-MEMORIZE.npy
9190730562505771-PROTEST.mp4,9190730562505771-PROTEST.npy
6084856267074017-BOIL.mp4,6084856267074017-BOIL.npy
36298084846108836-ONE MORE_1.mp4,36298084846108836-ONE MORE_1.npy
45446270260757715-SPILL 1.mp4,45446270260757715-SPILL 1.npy
3645703744708191-SELF.mp4,3645703744708191-SELF.npy
42733387031054404-DEVELOP 2.mp4,42733387031054404-DEVELOP 2.npy
1163562114639971-SHARPEN 1.mp4,1163562114639971-SHARPEN 1.npy
7409225795782324-TOP.mp4,7409225795782324-TOP.npy
2483331037184855-TOW 1.mp4,2483331037184855-TOW 1.npy
49089028469273877-AREA.mp4,49089028469273877-AREA.npy
7908307098233258-PHILOSOPHY.mp4,7908307098233258-PHILOSOPHY.npy
2272794854538689-SHARP 1.mp4,2272794854538689-SHARP 1.npy
8658917739965404-HOLY.mp4,8658917739965404-HOLY.npy
9803744163119454-WHILE.mp4,9803744163119454-WHILE.npy
49778026427873034-FINGERS CROSSED.mp4,49778026427873034-FINGERS CROSSED.npy
5635025970874876-QUARTER.mp4,5635025970874876-QUARTER.npy
9256536150637014-STUDY.mp4,9256536150637014-STUDY.npy
7969797544489574-HONGKONG.mp4,7969797544489574-HONGKONG.npy
33088841586990614-COACH.mp4,33088841586990614-COACH.npy
8404490501848707-DIZZY.mp4,8404490501848707-DIZZY.npy
6020646821074513-ENVIRONMENT.mp4,6020646821074513-ENVIRONMENT.npy
20682926286555192-CONVINCE 2.mp4,20682926286555192-CONVINCE 2.npy
305627764030979-CANNON.mp4,305627764030979-CANNON.npy
2486425191409014-PAIR.mp4,2486425191409014-PAIR.npy
009657574523906254-BLINK.mp4,009657574523906254-BLINK.npy
5777630217261438-NAVY.mp4,5777630217261438-NAVY.npy
11100454434520235-REACT.mp4,11100454434520235-REACT.npy
025644253021847696-PHOTOGRAPHY.mp4,025644253021847696-PHOTOGRAPHY.npy
05287446770950832-UNAWARE.mp4,05287446770950832-UNAWARE.npy
33353998799458817-SAVE MONEY.mp4,33353998799458817-SAVE MONEY.npy
23395198176425458-HEAD BACK.mp4,23395198176425458-HEAD BACK.npy
7102165843593302-CATCH 2.mp4,7102165843593302-CATCH 2.npy
6260847131017531-W.H.A.T.mp4,6260847131017531-W.H.A.T.npy
3836653256775737-CALM.mp4,3836653256775737-CALM.npy
6970241028966457-ICE.mp4,6970241028966457-ICE.npy
2839948372412673-DOWN.mp4,2839948372412673-DOWN.npy
12914015476967644-OPINION 1.mp4,12914015476967644-OPINION 1.npy
8151610134352529-BASKET 1.mp4,8151610134352529-BASKET 1.npy
019789030073394054-KICK.mp4,019789030073394054-KICK.npy
7573302666908968-LINGUISTICS.mp4,7573302666908968-LINGUISTICS.npy
8746699535650182-STEAM.mp4,8746699535650182-STEAM.npy
8950097659080678-CRASH.mp4,8950097659080678-CRASH.npy
3056277355169583-ALL TOGETHER.mp4,3056277355169583-ALL TOGETHER.npy
09813755190090645-BURN 1.mp4,09813755190090645-BURN 1.npy
5318336429061141-SPECIALIST.mp4,5318336429061141-SPECIALIST.npy
9038376100388992-LOAD.mp4,9038376100388992-LOAD.npy
7673801586555884-SINGLE OUT.mp4,7673801586555884-SINGLE OUT.npy
07876413502661128-TICKLE.mp4,07876413502661128-TICKLE.npy
7077516407234092-WASH FACE_2.mp4,7077516407234092-WASH FACE_2.npy
36639001166593443-VIDEOGAME.mp4,36639001166593443-VIDEOGAME.npy
2462566094088121-STACK.mp4,2462566094088121-STACK.npy
8631882844083429-BASKETBALL 3.mp4,8631882844083429-BASKETBALL 3.npy
435278730862253-MODEL 2.mp4,435278730862253-MODEL 2.npy
7380352199165949-SAME TIME.mp4,7380352199165949-SAME TIME.npy
602151294329536-NOT A_THING.mp4,602151294329536-NOT A_THING.npy
27535761936333714-OFTEN.mp4,27535761936333714-OFTEN.npy
06459304227435525-HOSPITAL 2.mp4,06459304227435525-HOSPITAL 2.npy
8256750472046561-GREAT.mp4,8256750472046561-GREAT.npy
23510936704899232-NOTHING AT_ALL.mp4,23510936704899232-NOTHING AT_ALL.npy
1733451425455299-CALIFORNIA.mp4,1733451425455299-CALIFORNIA.npy
3502523422635888-ADMIRE.mp4,3502523422635888-ADMIRE.npy
3943303069790691-CARRY.mp4,3943303069790691-CARRY.npy
6599815904323558-TWO WEEKS.mp4,6599815904323558-TWO WEEKS.npy
8366401963911831-NEXT YEAR.mp4,8366401963911831-NEXT YEAR.npy
291536707795528-GOTCHA.mp4,291536707795528-GOTCHA.npy
6842424617356997-ONCE.mp4,6842424617356997-ONCE.npy
9412530150387062-FLIP.mp4,9412530150387062-FLIP.npy
8008125288305619-AGAINST.mp4,8008125288305619-AGAINST.npy
1349677090547572-WITHOUT.mp4,1349677090547572-WITHOUT.npy
08557400006307914-DEAL CARDS.mp4,08557400006307914-DEAL CARDS.npy
8016268310425221-ROLE.mp4,8016268310425221-ROLE.npy
9797652348395127-GRIND.mp4,9797652348395127-GRIND.npy
4119489304993422-FILE 2.mp4,4119489304993422-FILE 2.npy
5305128485341435-US.mp4,5305128485341435-US.npy
09667848949201141-SEE SEE.mp4,09667848949201141-SEE SEE.npy
8017819493197522-BASKETBALL 2.mp4,8017819493197522-BASKETBALL 2.npy
719876228092595-ARIZONA.mp4,719876228092595-ARIZONA.npy
23582920919665162-MINE.mp4,23582920919665162-MINE.npy
4382443608663884-MAINSTREAM.mp4,4382443608663884-MAINSTREAM.npy
25978172118606313-SAIL 2.mp4,25978172118606313-SAIL 2.npy
6377197530711443-HAWAII.mp4,6377197530711443-HAWAII.npy
24102982488465874-PLUG 2.mp4,24102982488465874-PLUG 2.npy
11911979464674993-COMMITTEE.mp4,11911979464674993-COMMITTEE.npy
7392963845050562-SHOULDER 3.mp4,7392963845050562-SHOULDER 3.npy
3669434517674328-BLUR.mp4,3669434517674328-BLUR.npy
9784118248145901-DROWN 2.mp4,9784118248145901-DROWN 2.npy
7095944011052224-CRY 2.mp4,7095944011052224-CRY 2.npy
7949817769993817-SHARPEN 3.mp4,7949817769993817-SHARPEN 3.npy
17578643787775916-BRIDGE 2.mp4,17578643787775916-BRIDGE 2.npy
5465824135998696-CRUMPLE.mp4,5465824135998696-CRUMPLE.npy
790857628190158-BURY 1.mp4,790857628190158-BURY 1.npy
8325002875927303-TIE 2.mp4,8325002875927303-TIE 2.npy
6239534228913708-HOODIE 1.mp4,6239534228913708-HOODIE 1.npy
46065941844232206-HIPPO 2.mp4,46065941844232206-HIPPO 2.npy
988714776975216-TURKEY 2.mp4,988714776975216-TURKEY 2.npy
7031865514468971-CITY 2.mp4,7031865514468971-CITY 2.npy
1839173856713754-KNIGHT 2.mp4,1839173856713754-KNIGHT 2.npy
0453445613411434-THROW 2.mp4,0453445613411434-THROW 2.npy
1301968821156374-SPREAD 3.mp4,1301968821156374-SPREAD 3.npy
3144396145305086-TOW 2.mp4,3144396145305086-TOW 2.npy
9476731737562969-BURY 3.mp4,9476731737562969-BURY 3.npy
5929043123279769-AWARD.mp4,5929043123279769-AWARD.npy
5152374983147348-STRETCH 1.mp4,5152374983147348-STRETCH 1.npy
393922339768902-HOLD 2.mp4,393922339768902-HOLD 2.npy
7606913130805875-BANANA 3.mp4,7606913130805875-BANANA 3.npy
3123442804413752-IDENTITY.mp4,3123442804413752-IDENTITY.npy
026976582950045236-DOLPHIN 3.mp4,026976582950045236-DOLPHIN 3.npy
6516987229846083-SUNRISE.mp4,6516987229846083-SUNRISE.npy
1013389649947023-GLOVES 2.mp4,1013389649947023-GLOVES 2.npy
1535086938572987-ARM 3.mp4,1535086938572987-ARM 3.npy
7637932601377748-COMB 2.mp4,7637932601377748-COMB 2.npy
16095628964071262-GROUP.mp4,16095628964071262-GROUP.npy
17515050756318917-BITE ON_ARM.mp4,17515050756318917-BITE ON_ARM.npy
7636135672884385-CASTLE 3.mp4,7636135672884385-CASTLE 3.npy
9053185426868577-HAT 2.mp4,9053185426868577-HAT 2.npy
3661561190463023-SHAVE 5.mp4,3661561190463023-SHAVE 5.npy
051382941716387576-KNIGHT 3.mp4,051382941716387576-KNIGHT 3.npy
5344174318461188-POPULAR.mp4,5344174318461188-POPULAR.npy
8549594404831056-DEPARTMENT.mp4,8549594404831056-DEPARTMENT.npy
04941366896363664-FORK 2.mp4,04941366896363664-FORK 2.npy
5949802082810998-NUT 2.mp4,5949802082810998-NUT 2.npy
025939614747561457-WRESTLE.mp4,025939614747561457-WRESTLE.npy
27241405555401155-WEAK.mp4,27241405555401155-WEAK.npy
05678575519830087-FOUL.mp4,05678575519830087-FOUL.npy
5521365919667347-ONE MORE_2.mp4,5521365919667347-ONE MORE_2.npy
4825480166054268-TWIRL.mp4,4825480166054268-TWIRL.npy
8670853358798363-QM.mp4,8670853358798363-QM.npy
05601495866100459-POINT INDEX.mp4,05601495866100459-POINT INDEX.npy
07278924081909288-SLIP.mp4,07278924081909288-SLIP.npy
19799790229560266-CALL 2.mp4,19799790229560266-CALL 2.npy
06874544214738698-MEDICINE.mp4,06874544214738698-MEDICINE.npy
09164010746765161-MIX 2.mp4,09164010746765161-MIX 2.npy
10496700688928162-GO.mp4,10496700688928162-GO.npy
849941476871451-SHOOT 2.mp4,849941476871451-SHOOT 2.npy
9165741737763906-FORK 3.mp4,9165741737763906-FORK 3.npy
8202735222055768-TINY.mp4,8202735222055768-TINY.npy
9013303851925287-FENCE 2.mp4,9013303851925287-FENCE 2.npy
7188630671751595-ALL.mp4,7188630671751595-ALL.npy
6653712121304101-COINS.mp4,6653712121304101-COINS.npy
6386569991682951-ALL OVER.mp4,6386569991682951-ALL OVER.npy
05304171839704863-WHISTLE 3.mp4,05304171839704863-WHISTLE 3.npy
08206696209967901-MILK 2.mp4,08206696209967901-MILK 2.npy
8625931236128983-TRIANGLE.mp4,8625931236128983-TRIANGLE.npy
745954838858712-CAT 3.mp4,745954838858712-CAT 3.npy
828544374901758-GET IN_BED.mp4,828544374901758-GET IN_BED.npy
6632117095000514-POLICEMAN 2.mp4,6632117095000514-POLICEMAN 2.npy
4634164353032284-CAKE.mp4,4634164353032284-CAKE.npy
5833661512730548-RABBIT 2.mp4,5833661512730548-RABBIT 2.npy
9633986048664138-PENNY.mp4,9633986048664138-PENNY.npy
8200276617741296-COPY.mp4,8200276617741296-COPY.npy
6297246567608523-8 HOUR.mp4,6297246567608523-8 HOUR.npy
8599506647653303-COMB.mp4,8599506647653303-COMB.npy
44554668131886865-DUCK.mp4,44554668131886865-DUCK.npy
8137737865216244-MOUTH.mp4,8137737865216244-MOUTH.npy
40578790717019664-PEG.mp4,40578790717019664-PEG.npy
16278594632996413-MEAT.mp4,16278594632996413-MEAT.npy
03736910915425029-VLOG.mp4,03736910915425029-VLOG.npy
3319546707875376-REST ALL_DAY.mp4,3319546707875376-REST ALL_DAY.npy
02370702254063839-BLINDS 2.mp4,02370702254063839-BLINDS 2.npy
3425579515951134-METAL.mp4,3425579515951134-METAL.npy
48093054817466707-CHEER.mp4,48093054817466707-CHEER.npy
32316981303464254-GRAMMAR.mp4,32316981303464254-GRAMMAR.npy
21796691915238897-RIGHT 3.mp4,21796691915238897-RIGHT 3.npy
9277106536289261-DOWNLOAD.mp4,9277106536289261-DOWNLOAD.npy
19328292824712845-TEACH.mp4,19328292824712845-TEACH.npy
823563719049764-FINE 2.mp4,823563719049764-FINE 2.npy
09836652757754472-VOICE.mp4,09836652757754472-VOICE.npy
8268472142479768-HOW.mp4,8268472142479768-HOW.npy
5607630216390531-SWEATER 2.mp4,5607630216390531-SWEATER 2.npy
5656156239872137-WALK-TIGHTROPE-CL.mp4,5656156239872137-WALK-TIGHTROPE-CL.npy
15363617035499022-BABY 2.mp4,15363617035499022-BABY 2.npy
3775444822965355-MYSELF.mp4,3775444822965355-MYSELF.npy
456513300819698-SLIDE 2.mp4,456513300819698-SLIDE 2.npy
02514692381650563-OFFEND.mp4,02514692381650563-OFFEND.npy
509990728226047-SHOCKED.mp4,509990728226047-SHOCKED.npy
3503201501698796-DECORATE 1.mp4,3503201501698796-DECORATE 1.npy
7775400952684368-LONG LINE.mp4,7775400952684368-LONG LINE.npy
01725425407680281-ENOUGH.mp4,01725425407680281-ENOUGH.npy
55857622913473-UNCLE.mp4,55857622913473-UNCLE.npy
0828905646096798-RHINO 3.mp4,0828905646096798-RHINO 3.npy
7890840772718566-SKI.mp4,7890840772718566-SKI.npy
3487251656390493-HELICOPTER.mp4,3487251656390493-HELICOPTER.npy
1940641358883035-DECIDE 2.mp4,1940641358883035-DECIDE 2.npy
4930765531119823-PEG 3.mp4,4930765531119823-PEG 3.npy
31768097568199427-ERUPT 2.mp4,31768097568199427-ERUPT 2.npy
21431778454307815-VOMIT.mp4,21431778454307815-VOMIT.npy
4271533154543037-TOMATO.mp4,4271533154543037-TOMATO.npy
2829861225958672-SINCE.mp4,2829861225958672-SINCE.npy
27361889622205315-MICROSCOPE 3.mp4,27361889622205315-MICROSCOPE 3.npy
8460960041709475-BACK.mp4,8460960041709475-BACK.npy
8330093902630356-PRETEND.mp4,8330093902630356-PRETEND.npy
39590061485238315-WASH 3.mp4,39590061485238315-WASH 3.npy
36014172628638996-FOREVER.mp4,36014172628638996-FOREVER.npy
06631812756859845-SELECT.mp4,06631812756859845-SELECT.npy
361894998435051-WEIGH.mp4,361894998435051-WEIGH.npy
8763606404774511-COOPERATE.mp4,8763606404774511-COOPERATE.npy
06283109865704328-SUSHI.mp4,06283109865704328-SUSHI.npy
944678883177948-OFF.mp4,944678883177948-OFF.npy
31993563535769076-STORY 1.mp4,31993563535769076-STORY 1.npy
018123619155854476-GHOST.mp4,018123619155854476-GHOST.npy
7158627484843627-ELEVEN.mp4,7158627484843627-ELEVEN.npy
6679803586906208-SLIPPER.mp4,6679803586906208-SLIPPER.npy
20489497852798166-BRA 3.mp4,20489497852798166-BRA 3.npy
34464296741151945-TEACH 2.mp4,34464296741151945-TEACH 2.npy
6440684947244435-DEFLATE.mp4,6440684947244435-DEFLATE.npy
4822046636416808-CLOSE EYES.mp4,4822046636416808-CLOSE EYES.npy
2852973467660307-CLOUD 3.mp4,2852973467660307-CLOUD 3.npy
25079180784913735-CRAWL 2.mp4,25079180784913735-CRAWL 2.npy
7674820421709505-BULL.mp4,7674820421709505-BULL.npy
3376127467107086-TENT.mp4,3376127467107086-TENT.npy
7930756431931933-PEEL 3.mp4,7930756431931933-PEEL 3.npy
04974481528218355-DIG.mp4,04974481528218355-DIG.npy
747083778661185-PASSPORT.mp4,747083778661185-PASSPORT.npy
8480332004667055-DIVIDE.mp4,8480332004667055-DIVIDE.npy
04957367655063383-SHOVEL 2.mp4,04957367655063383-SHOVEL 2.npy
5817612104281504-VASE.mp4,5817612104281504-VASE.npy
7822048269636872-APART.mp4,7822048269636872-APART.npy
29715403667517304-HANG.mp4,29715403667517304-HANG.npy
6686390524809132-WADE 2.mp4,6686390524809132-WADE 2.npy
9471338725825063-KNIFE 2.mp4,9471338725825063-KNIFE 2.npy
35602288138045957-CRY 4.mp4,35602288138045957-CRY 4.npy
9759849108608134-PINEAPPLE 4.mp4,9759849108608134-PINEAPPLE 4.npy
9339086099569711-CHEW 4.mp4,9339086099569711-CHEW 4.npy
8371315431148225-WALRUS.mp4,8371315431148225-WALRUS.npy
666780101096808-BUBBLES.mp4,666780101096808-BUBBLES.npy
3093895869039225-CATCH 3.mp4,3093895869039225-CATCH 3.npy
27340226961362-BISON.mp4,27340226961362-BISON.npy
9101671993573477-CANNOT.mp4,9101671993573477-CANNOT.npy
7026509901514426-BLACKBIRD.mp4,7026509901514426-BLACKBIRD.npy
8691849461503136-PIZZA CUTTER.mp4,8691849461503136-PIZZA CUTTER.npy
703306221318301-NINE.mp4,703306221318301-NINE.npy
2880094168191034-SALT SHAKER.mp4,2880094168191034-SALT SHAKER.npy
06852418925776638-PHYSICS.mp4,06852418925776638-PHYSICS.npy
5236233000828749-ROCKING CHAIR 2.mp4,5236233000828749-ROCKING CHAIR 2.npy
037656628183744045-ZOO.mp4,037656628183744045-ZOO.npy
2341969759802791-GUIDE.mp4,2341969759802791-GUIDE.npy
9055110580871522-WORD.mp4,9055110580871522-WORD.npy
7440061290288715-EASTER.mp4,7440061290288715-EASTER.npy
8648195772120488-LIPREAD.mp4,8648195772120488-LIPREAD.npy
7844829399620925-HOLD ACCOUNTABLE.mp4,7844829399620925-HOLD ACCOUNTABLE.npy
23045269304143678-SHAPE.mp4,23045269304143678-SHAPE.npy
20026186649430544-REGISTER.mp4,20026186649430544-REGISTER.npy
868454966389171-GATE.mp4,868454966389171-GATE.npy
19336256805717733-PROPELLER 1.mp4,19336256805717733-PROPELLER 1.npy
7412610473531067-NEXT.mp4,7412610473531067-NEXT.npy
8230531895212694-BREAKFAST 2.mp4,8230531895212694-BREAKFAST 2.npy
736694041207582-BOLT.mp4,736694041207582-BOLT.npy
3021457153593794-DEAF 2.mp4,3021457153593794-DEAF 2.npy
44634351355671376-DRAGON.mp4,44634351355671376-DRAGON.npy
5614646820640778-MAGNET.mp4,5614646820640778-MAGNET.npy
4863606695779459-MUST.mp4,4863606695779459-MUST.npy
17742163042096148-SPORTS.mp4,17742163042096148-SPORTS.npy
9383118350464386-JEALOUS.mp4,9383118350464386-JEALOUS.npy
0983130597752584-SNEEZE.mp4,0983130597752584-SNEEZE.npy
6358537488630658-MEETING.mp4,6358537488630658-MEETING.npy
9585138866434597-AWAY.mp4,9585138866434597-AWAY.npy
0668930684986111-KILL.mp4,0668930684986111-KILL.npy
04776561273785451-NOT YET.mp4,04776561273785451-NOT YET.npy
9421879642468542-HOW 2.mp4,9421879642468542-HOW 2.npy
14070366868093465-DRIP.mp4,14070366868093465-DRIP.npy
31280083391893476-ANTLERS.mp4,31280083391893476-ANTLERS.npy
08674755308111903-MONSTER.mp4,08674755308111903-MONSTER.npy
39505179233963705-HERE.mp4,39505179233963705-HERE.npy
27026175825293497-FORGETFUL.mp4,27026175825293497-FORGETFUL.npy
7144520331423301-SEEM.mp4,7144520331423301-SEEM.npy
8524812424490236-CHRISTMAS.mp4,8524812424490236-CHRISTMAS.npy
7856949677720131-BETTER.mp4,7856949677720131-BETTER.npy
6634166431810606-QUIT.mp4,6634166431810606-QUIT.npy
935105028521662-BANK.mp4,935105028521662-BANK.npy
3233856703412803-INSPIRING.mp4,3233856703412803-INSPIRING.npy
26954430812621455-GET THROUGH.mp4,26954430812621455-GET THROUGH.npy
08794420465090602-CRACK.mp4,08794420465090602-CRACK.npy
7414347559284191-CREAM.mp4,7414347559284191-CREAM.npy
09089771807577551-SIDEBURNS.mp4,09089771807577551-SIDEBURNS.npy
9777404623176615-THAN.mp4,9777404623176615-THAN.npy
44455457512362817-FOLD.mp4,44455457512362817-FOLD.npy
7948543876947209-NORMAL.mp4,7948543876947209-NORMAL.npy
2197241918348367-STINK.mp4,2197241918348367-STINK.npy
4044296872971618-PARTY.mp4,4044296872971618-PARTY.npy
3475516025029921-WATCH.mp4,3475516025029921-WATCH.npy
19831830766458447-ROB.mp4,19831830766458447-ROB.npy
3174270337278853-TEAR RIP_1.mp4,3174270337278853-TEAR RIP_1.npy
2167477737751391-DIG UP.mp4,2167477737751391-DIG UP.npy
3504800452914112-ROSE.mp4,3504800452914112-ROSE.npy
21428345787944125-HUG.mp4,21428345787944125-HUG.npy
4586244365341319-TUBE.mp4,4586244365341319-TUBE.npy
7276369843507888-COUNT.mp4,7276369843507888-COUNT.npy
9358863675192239-NICE.mp4,9358863675192239-NICE.npy
464047423429526-EASY TO_DO.mp4,464047423429526-EASY TO_DO.npy
3622347387556897-INFLUENCE.mp4,3622347387556897-INFLUENCE.npy
9858126567245087-PEACOCK.mp4,9858126567245087-PEACOCK.npy
25949671140301556-CIRCUSWHEEL.mp4,25949671140301556-CIRCUSWHEEL.npy
9573594298423673-NOSE.mp4,9573594298423673-NOSE.npy
5680362085743158-GYM.mp4,5680362085743158-GYM.npy
48171469374261866-WEAVE.mp4,48171469374261866-WEAVE.npy
9635258534501763-SMOOTH.mp4,9635258534501763-SMOOTH.npy
24001863381813804-BACKPACK.mp4,24001863381813804-BACKPACK.npy
6257769266405475-WE.mp4,6257769266405475-WE.npy
410377759240556-DOWNHILL.mp4,410377759240556-DOWNHILL.npy
8338473207020309-JUICE 2.mp4,8338473207020309-JUICE 2.npy
18486692501277568-SCOLD.mp4,18486692501277568-SCOLD.npy
4887162464717081-POWDER.mp4,4887162464717081-POWDER.npy
34365872963427324-SOCIAL.mp4,34365872963427324-SOCIAL.npy
2115489072355743-HATBRIM.mp4,2115489072355743-HATBRIM.npy
640583469190448-CASTLE 2.mp4,640583469190448-CASTLE 2.npy
7962664090197773-STACK 2.mp4,7962664090197773-STACK 2.npy
8250435729024899-PINEAPPLE.mp4,8250435729024899-PINEAPPLE.npy
10205422020936505-ROLLERBLADING.mp4,10205422020936505-ROLLERBLADING.npy
1841738439056433-LEAF.mp4,1841738439056433-LEAF.npy
11675764442575676-CAROUSEL.mp4,11675764442575676-CAROUSEL.npy
7531175801840244-CHIMNEY.mp4,7531175801840244-CHIMNEY.npy
562047966637194-FINS.mp4,562047966637194-FINS.npy
6396268709040724-PEAS 1.mp4,6396268709040724-PEAS 1.npy
8926317221454558-EASEL.mp4,8926317221454558-EASEL.npy
1803931939092327-GLUE 2.mp4,1803931939092327-GLUE 2.npy
46139737672646897-DOG 3.mp4,46139737672646897-DOG 3.npy
6606421793277355-TAIL.mp4,6606421793277355-TAIL.npy
9082017240897693-NIGHT 2.mp4,9082017240897693-NIGHT 2.npy
9356955158954652-BLOW MIND.mp4,9356955158954652-BLOW MIND.npy
29952754466245346-CANCEL.mp4,29952754466245346-CANCEL.npy
9095915320448444-PUSH.mp4,9095915320448444-PUSH.npy
2931576010540107-SWEATER.mp4,2931576010540107-SWEATER.npy
1832350927391797-GRADE.mp4,1832350927391797-GRADE.npy
4338050024544742-RULE.mp4,4338050024544742-RULE.npy
6906316667946333-BRING.mp4,6906316667946333-BRING.npy
7207673140048938-MIME.mp4,7207673140048938-MIME.npy
38098354925710365-SANTA.mp4,38098354925710365-SANTA.npy
024571656733379132-FIANCE.mp4,024571656733379132-FIANCE.npy
25617282921439055-STRING.mp4,25617282921439055-STRING.npy
8771828852995307-SIT.mp4,8771828852995307-SIT.npy
14420223740728533-MARIONETTE.mp4,14420223740728533-MARIONETTE.npy
28811074152590255-GO TO_JAIL.mp4,28811074152590255-GO TO_JAIL.npy
9829326964380243-ESCAPE.mp4,9829326964380243-ESCAPE.npy
9615681371126079-EAST.mp4,9615681371126079-EAST.npy
3495275169667229-BUS.mp4,3495275169667229-BUS.npy
8203902830240477-PITCHER.mp4,8203902830240477-PITCHER.npy
7244700778021045-TIRED OF.mp4,7244700778021045-TIRED OF.npy
294881968349356-CHOPSTICKS.mp4,294881968349356-CHOPSTICKS.npy
9258902307633228-AWAKE.mp4,9258902307633228-AWAKE.npy
7252087360861417-CLAP.mp4,7252087360861417-CLAP.npy
9251243892528576-BAT 2.mp4,9251243892528576-BAT 2.npy
727498759215023-CAR BATTERY.mp4,727498759215023-CAR BATTERY.npy
762605473623096-SPOT SOMETHING.mp4,762605473623096-SPOT SOMETHING.npy
38481348725426034-GET INFORMATION_OUT_OF.mp4,38481348725426034-GET INFORMATION_OUT_OF.npy
8239992572979111-EARLY.mp4,8239992572979111-EARLY.npy
6485417827080484-BELIEVE 2.mp4,6485417827080484-BELIEVE 2.npy
0366735058453842-SLED 2.mp4,0366735058453842-SLED 2.npy
14763255286484034-CLOSET 2.mp4,14763255286484034-CLOSET 2.npy
7089455336695072-PORCUPINE.mp4,7089455336695072-PORCUPINE.npy
23954446523453865-EFFECT.mp4,23954446523453865-EFFECT.npy
06387596489431346-NOT UNDERSTAND.mp4,06387596489431346-NOT UNDERSTAND.npy
3516860036460976-LOVE.mp4,3516860036460976-LOVE.npy
8202259009549941-FIT.mp4,8202259009549941-FIT.npy
919975377335789-INNOCENT.mp4,919975377335789-INNOCENT.npy
4266763482408147-DAUGHTER.mp4,4266763482408147-DAUGHTER.npy
492531064181398-SAFE.mp4,492531064181398-SAFE.npy
5484168044393025-SOMETIMES.mp4,5484168044393025-SOMETIMES.npy
5493279644445741-SUIT.mp4,5493279644445741-SUIT.npy
7925043984262214-BLESS.mp4,7925043984262214-BLESS.npy
20506512376133434-WINDY.mp4,20506512376133434-WINDY.npy
6862442324594495-FINGER.mp4,6862442324594495-FINGER.npy
5567462981109603-CATCH.mp4,5567462981109603-CATCH.npy
6719812387518516-FUN.mp4,6719812387518516-FUN.npy
4287753152371583-MISS.mp4,4287753152371583-MISS.npy
8472303626038074-GATE CLOSE.mp4,8472303626038074-GATE CLOSE.npy
08769005104445937-HALLOWEEN.mp4,08769005104445937-HALLOWEEN.npy
556318629809095-THRILLED.mp4,556318629809095-THRILLED.npy
6094452308663068-STILL.mp4,6094452308663068-STILL.npy
8551651528207826-SHUT OUT.mp4,8551651528207826-SHUT OUT.npy
13716593291458-DINNER.mp4,13716593291458-DINNER.npy
